qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:850:2:1004600,1004600,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1004600,Anna's Hope Village,VI01004600,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1020800,1020800,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1020800,Christiansted,VI01020800,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1031600,1031600,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1031600,East End,VI01031600,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1038800,1038800,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1038800,Frederiksted,VI01038800,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1059500,1059500,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1059500,Northcentral,VI01059500,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1062200,1062200,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1062200,Northwest,VI01062200,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1071200,1071200,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1071200,Sion Farm,VI01071200,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1073900,1073900,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1073900,Southcentral,VI01073900,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:1075700,1075700,1603:45:16:850:0,1603:45:16:850:1:10,1603:45:16:850:2:1075700,Southwest,VI01075700,St. Croix,VI010,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:2015400,2015400,1603:45:16:850:0,1603:45:16:850:1:20,1603:45:16:850:2:2015400,Central,VI02015400,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:2027100,2027100,1603:45:16:850:0,1603:45:16:850:1:20,1603:45:16:850:2:2027100,Coral Bay,VI02027100,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:2028900,2028900,1603:45:16:850:0,1603:45:16:850:1:20,1603:45:16:850:2:2028900,Cruz Bay,VI02028900,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:2033400,2033400,1603:45:16:850:0,1603:45:16:850:1:20,1603:45:16:850:2:2033400,East End,VI02033400,St. John,VI020,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3017200,3017200,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3017200,Charlotte Amalie,VI03017200,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3034300,3034300,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3034300,East End,VI03034300,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3061300,3061300,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3061300,Northside,VI03061300,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3074800,3074800,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3074800,Southside,VI03074800,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3078400,3078400,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3078400,Tutu,VI03078400,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3082000,3082000,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3082000,Water Island,VI03082000,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
1603:45:16:850:2:3082900,3082900,1603:45:16:850:0,1603:45:16:850:1:30,1603:45:16:850:2:3082900,West End,VI03082900,St. Thomas,VI030,United States Virgin Islands,VI,2017-09-09,2019-11-04,
