admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bua ,FJ102,,,,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Cakaudrove,FJ103,,,,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Macuata,FJ107,,,,Northern,FJ1,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ba,FJ201,,,,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Nadroga/Navosa,FJ208,,,,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Ra,FJ211,,,,Western,FJ2,Fiji Islands,FJ,2018-01-15,2021-09-24,
Kadavu,FJ304,,,,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Lau,FJ305,,,,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Lomaiviti,FJ306,,,,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Rotuma,FJ315,,,,Eastern,FJ3,Fiji Islands,FJ,2018-01-15,2021-09-24,
Naitasiri,FJ409,,,,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Namosi,FJ410,,,,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Rewa,FJ412,,,,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Serua,FJ413,,,,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
Tailevu,FJ414,,,,Central,FJ4,Fiji Islands,FJ,2018-01-15,2021-09-24,
