#item+conceptum+numerordinatio,#item+conceptum+codicem,#status+conceptum+definitionem,#status+conceptum+codicem,#item+rem+i_lat+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip1323,#item+rem+i_qcc+is_zxxx+ix_hxlix,#item+rem+i_qcc+is_zxxx+ix_hxlvoc,#item+rem+i_qcc+is_zxxx+ix_codexfacto,,,,,,
1603:25:1:0:999,0_999,,,partes corporis humani,,,,,,,,,,,
1603:25:1:0:1603:1:7:2616:50,0_1603_1_7_2616_50,11,11,,,,,,Multiplicēs scrīptōribus,,,,,,
1603:25:1:0:1603:1:7:2616:123,0_1603_1_7_2616_123,11,11,,,,,,EticaAI,,,,,,
1603:25:1:0:1603:1:7:2616:2479,0_1603_1_7_2616_2479,11,11,,,,,,CC-PDDC,,,,,,
1603:25:1:0:1603:1:7:2616:577,0_1603_1_7_2616_577,11,11,,,,,,2022-01-27,,,,,,
1603:25:1:0:1603:1:7:2616:854,0_1603_1_7_2616_854,11,11,,,,,,https://github.com/EticaAI/multilingual-lexicography/issues/11,,,,,,
1603:25:1:0:1603:1:7:2616:7535,0_1603_1_7_2616_7535,11,11,,,,,,"This Numerodinatio namespace contains dictionaries related to general human body parts. Latin (while a natural language) actually is used as interlingual code. It's mostly based on Basle Nomina Anatomica 1895 (""BNA1895"") and, if any difference, archaic terms are replaced with Terminologia Anatomica 95 (""TA95"").\n\nCompared to BNA1895 and TA95, 1603:25:1 is a very small subset, mostly a map to external body parts.",,,,,,
1603:25:1:1,1,60,60,caput,Q3409626,A01.1.00.001,ix_n1603n25n1caput,v_n1603_25_1_caput,,,,,,,
1603:25:1:1:1,1_1,60,19,sinciput,Q41055,A01.1.00.002,ix_n1603n25n1sinciput,v_n1603_25_1_sinciput,,,,,,,
1603:25:1:1:2,1_2,60,19,occiput,Q3321315,A01.1.00.003,ix_n1603n25n1occiput,v_n1603_25_1_occiput,,,,,,,
1603:25:1:2,2,60,60,collum,,,ix_n1603n25n1collum,v_n1603_25_1_collum,,,,,,,
1603:25:1:3,3,60,60,truncus,Q160695,A01.1.00.013,ix_n1603n25n1truncus,v_n1603_25_1_truncus,,,,,,,
1603:25:1:3:1,3_1,60,19,thorax,Q9645,A01.1.00.014,ix_n1603n25n1thorax,v_n1603_25_1_thorax,,,,,,,
1603:25:1:3:2,3_2,60,19,abdomen,Q9597,A01.1.00.016,ix_n1603n25n1abdomen,v_n1603_25_1_abdomen,,,,,,,
1603:25:1:3:3,3_3,60,19,pelvis,Q713102,A01.1.00.017,ix_n1603n25n1pelvis,v_n1603_25_1_pelvis,,,,,,,
1603:25:1:3:4,3_4,60,19,dorsum,Q133279,A01.1.00.018,ix_n1603n25n1dorsum,v_n1603_25_1_dorsum,,,,,,,
1603:25:1:4,4,60,50,extremitates,,,ix_n1603n25n1extremitates,v_n1603_25_1_extremitates,,,,,,,
