qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:328:2:101,101,1603:45:16:328:0,1603:45:16:328:1:1,1603:45:16:328:2:101,Barima,GY0101,Barima-Waini,GY01,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:102,102,1603:45:16:328:0,1603:45:16:328:1:1,1603:45:16:328:2:102,Waini,GY0102,Barima-Waini,GY01,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:201,201,1603:45:16:328:0,1603:45:16:328:1:2,1603:45:16:328:2:201,Moruka/Pomeroon,GY0201,Pomeroon-Supenaam,GY02,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:202,202,1603:45:16:328:0,1603:45:16:328:1:2,1603:45:16:328:2:202,Somerset And Berks,GY0202,Pomeroon-Supenaam,GY02,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:301,301,1603:45:16:328:0,1603:45:16:328:1:3,1603:45:16:328:2:301,Essequibo I./L.B.E.River,GY0301,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:302,302,1603:45:16:328:0,1603:45:16:328:1:3,1603:45:16:328:2:302,Essequibo Islands,GY0302,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:303,303,1603:45:16:328:0,1603:45:16:328:1:3,1603:45:16:328:2:303,Bonasika/Boerasirie,GY0303,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:304,304,1603:45:16:328:0,1603:45:16:328:1:3,1603:45:16:328:2:304,Lower West Demerara,GY0304,Essequibo Islands-West Demerara,GY03,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:401,401,1603:45:16:328:0,1603:45:16:328:1:4,1603:45:16:328:2:401,Moblissa/La Reconnai,GY0401,Demerara-Mahaica,GY04,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:402,402,1603:45:16:328:0,1603:45:16:328:1:4,1603:45:16:328:2:402,Buxton/Mahaica,GY0402,Demerara-Mahaica,GY04,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:501,501,1603:45:16:328:0,1603:45:16:328:1:5,1603:45:16:328:2:501,Mahaica/Mahaicony,GY0501,Mahaica Berbice,GY05,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:502,502,1603:45:16:328:0,1603:45:16:328:1:5,1603:45:16:328:2:502,Mahaicony/Berbice,GY0502,Mahaica Berbice,GY05,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:601,601,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:601,East Berbice/W.Canje,GY0601,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:602,602,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:602,East Canje/E.C.Berb,GY0602,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:603,603,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:603,Black Bush Polder,GY0603,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:604,604,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:604,Lower Corentyne Rive,GY0604,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:605,605,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:605,Left Bank Upper Canj,GY0605,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:606,606,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:606,Upper Canje/Corentyn,GY0606,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:607,607,1603:45:16:328:0,1603:45:16:328:1:6,1603:45:16:328:2:607,Upper Corentyne,GY0607,East Berbice-Corentyne,GY06,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:701,701,1603:45:16:328:0,1603:45:16:328:1:7,1603:45:16:328:2:701,Cuyuni,GY0701,Cuyuni-Mazaruni,GY07,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:702,702,1603:45:16:328:0,1603:45:16:328:1:7,1603:45:16:328:2:702,Mazaruni/L.B.E.Rive,GY0702,Cuyuni-Mazaruni,GY07,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:801,801,1603:45:16:328:0,1603:45:16:328:1:8,1603:45:16:328:2:801,Ireng/Upper Potaro,GY0801,Potaro-Siparuni,GY08,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:802,802,1603:45:16:328:0,1603:45:16:328:1:8,1603:45:16:328:2:802,Lower Potaro/Ladsm,GY0802,Potaro-Siparuni,GY08,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:901,901,1603:45:16:328:0,1603:45:16:328:1:9,1603:45:16:328:2:901,Rupununi West,GY0901,Upper Takutu-Upper Essequibo,GY09,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:902,902,1603:45:16:328:0,1603:45:16:328:1:9,1603:45:16:328:2:902,Rewa(Illiwa)/U.E,GY0902,Upper Takutu-Upper Essequibo,GY09,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:1001,1001,1603:45:16:328:0,1603:45:16:328:1:10,1603:45:16:328:2:1001,Right Bank Essequibo,GY1001,Upper Demerara-Berbice,GY10,Guyana,GY,2021-06-23,2021-06-23,
1603:45:16:328:2:1002,1002,1603:45:16:328:0,1603:45:16:328:1:10,1603:45:16:328:2:1002,Torani/Bulletwood,GY1002,Upper Demerara-Berbice,GY10,Guyana,GY,2021-06-23,2021-06-23,
