qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:90:2:10101,10101,1603:45:16:90:0,1603:45:16:90:1:1,1603:45:16:90:2:10101,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:10102,10102,1603:45:16:90:0,1603:45:16:90:1:1,1603:45:16:90:2:10102,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:10103,10103,1603:45:16:90:0,1603:45:16:90:1:1,1603:45:16:90:2:10103,East Choiseul,SB010103,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20204,20204,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20204,Shortland Islands,SB020204,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20205,20205,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20205,North Vella la Vella,SB020205,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20206,20206,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20206,South Vella la Vella,SB020206,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20207,20207,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20207,Ranongga-Simbo,SB020207,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20208,20208,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20208,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20209,20209,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20209,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20210,20210,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20210,North New Georgia,SB020210,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20211,20211,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20211,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:20212,20212,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20212,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:30313,30313,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:30314,30314,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:30315,30315,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30315,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:40430,40430,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:40431,40431,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:50532,50532,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60633,60633,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60633,North West Guadalcanl,SB060633,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60634,60634,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60634,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60635,60635,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60635,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60636,60636,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60636,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60637,60637,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60637,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60638,60638,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60638,North-East,SB060638,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60639,60639,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60639,North Guadalcanal,SB060639,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:60640,60640,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60640,Central Guadalcanal,SB060640,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70716,70716,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70716,North Malaita,SB070716,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70717,70717,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70717,Lau-Mbaelela,SB070717,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70718,70718,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70718,Baegu-Asifola,SB070718,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70719,70719,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70719,Fataleka,SB070719,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70720,70720,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70720,West Kwara'ae,SB070720,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70721,70721,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70721,Central Kwara'ae,SB070721,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70722,70722,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70722,East Malaita,SB070722,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70723,70723,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70723,Auki-Langalanga,SB070723,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70724,70724,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70724,East Kwaio,SB070724,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70725,70725,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70725,West Kwaio,SB070725,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70726,70726,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70726,East AreAre,SB070726,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70727,70727,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70727,West Areare,SB070727,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70728,70728,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70728,Small Malaita,SB070728,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:70729,70729,1603:45:16:90:0,1603:45:16:90:1:7,1603:45:16:90:2:70729,Malaita Outer Island,SB070729,Malaita,SB07,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80844,80844,1603:45:16:90:0,1603:45:16:90:1:8,1603:45:16:90:2:80844,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80845,80845,1603:45:16:90:0,1603:45:16:90:1:8,1603:45:16:90:2:80845,Central Makira,SB080845,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80846,80846,1603:45:16:90:0,1603:45:16:90:1:8,1603:45:16:90:2:80846,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:80847,80847,1603:45:16:90:0,1603:45:16:90:1:8,1603:45:16:90:2:80847,Ulawa-Ugi,SB080847,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90948,90948,1603:45:16:90:0,1603:45:16:90:1:9,1603:45:16:90:2:90948,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90949,90949,1603:45:16:90:0,1603:45:16:90:1:9,1603:45:16:90:2:90949,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:90950,90950,1603:45:16:90:0,1603:45:16:90:1:9,1603:45:16:90:2:90950,Temotu Vatu,SB090950,Temotu,SB09,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101041,101041,1603:45:16:90:0,1603:45:16:90:1:10,1603:45:16:90:2:101041,East Honiara,SB101041,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101042,101042,1603:45:16:90:0,1603:45:16:90:1:10,1603:45:16:90:2:101042,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:2:101043,101043,1603:45:16:90:0,1603:45:16:90:1:10,1603:45:16:90:2:101043,West Honiara,SB101043,Honiara,SB10,Solomon Islands,SB,2018-01-12,2021-09-29,
