qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:60:2:11,11,1603:45:16:60:0,1603:45:16:60:1:1,1603:45:16:60:2:11,Devonshire,BM011,Devonshire,BM01,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:21,21,1603:45:16:60:0,1603:45:16:60:1:2,1603:45:16:60:2:21,Hamilton,BM021,Hamilton,BM02,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:31,31,1603:45:16:60:0,1603:45:16:60:1:3,1603:45:16:60:2:31,Paget,BM031,Paget,BM03,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:41,41,1603:45:16:60:0,1603:45:16:60:1:4,1603:45:16:60:2:41,Pembroke,BM041,Pembroke,BM04,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:42,42,1603:45:16:60:0,1603:45:16:60:1:4,1603:45:16:60:2:42,Hamilton Municipality,BM042,Pembroke,BM04,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:51,51,1603:45:16:60:0,1603:45:16:60:1:5,1603:45:16:60:2:51,Sandys,BM051,Sandys,BM05,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:61,61,1603:45:16:60:0,1603:45:16:60:1:6,1603:45:16:60:2:61,Smiths,BM061,Smiths,BM06,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:71,71,1603:45:16:60:0,1603:45:16:60:1:7,1603:45:16:60:2:71,Southampton,BM071,Southampton,BM07,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:81,81,1603:45:16:60:0,1603:45:16:60:1:8,1603:45:16:60:2:81,Saint George's,BM081,Saint George's,BM08,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:82,82,1603:45:16:60:0,1603:45:16:60:1:8,1603:45:16:60:2:82,Saint George municipality,BM082,Saint George's,BM08,Bermuda,BM,2017-09-21,2019-05-22,
1603:45:16:60:2:91,91,1603:45:16:60:0,1603:45:16:60:1:9,1603:45:16:60:2:91,Warwick,BM091,Warwick,BM09,Bermuda,BM,2017-09-21,2019-05-22,
