qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:454:2:101,101,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:101,Chitipa,MW101,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:102,102,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:102,Karonga,MW102,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:103,103,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:104,104,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:105,105,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:106,106,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:106,Likoma,MW106,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:107,107,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:201,201,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:202,202,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:203,203,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:204,204,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:205,205,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:206,206,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:207,207,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:208,208,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:209,209,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:210,210,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:301,301,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:302,302,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:303,303,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:304,304,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:305,305,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:306,306,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:306,Mwanza,MW306,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:307,307,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:308,308,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:309,309,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:2:310,310,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:310,Chikwawa,MW310,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
