wd,wmCode,iso6391,iso6392,iso6393,iso6396,native,label
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,’Afar Af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,’Afar Af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,’Afar Af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,aa,,,,’Afar Af,Afar
http://www.wikidata.org/entity/Q27811,aa,,,aar,,’Afar Af,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Qafar af,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Qafar,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Afaraf,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,Afar-af,Afar
http://www.wikidata.org/entity/Q27811,aa,,aar,,,’Afar Af,Afar
http://www.wikidata.org/entity/Q5111,ab,,abk,,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,abk,,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,ab,,,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,,abk,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,ab,,,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,,abk,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,ab,,,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,ab,,,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,abk,,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,abk,,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,,abk,,Аԥсшәа,Abkhaz
http://www.wikidata.org/entity/Q5111,ab,,,abk,,Аԥсуа бызшәа,Abkhaz
http://www.wikidata.org/entity/Q27567,abq,,,abq,,"Abaza, абаза (Abaza), абаза бызшва (Abaza byzšva)",Abaza
http://www.wikidata.org/entity/Q27567,abq,,,abq,,"Abaza, абаза (Abaza), абаза бызшва (Abaza byzšva)",Abaza
http://www.wikidata.org/entity/Q3124354,abs,,,abs,,,Ambonese
http://www.wikidata.org/entity/Q3124354,abs,,,abs,,,Ambonese
http://www.wikidata.org/entity/Q27683,ace,,ace,,,bahasa Aceh,Acehnese
http://www.wikidata.org/entity/Q27683,ace,,,ace,,bahasa Aceh,Acehnese
http://www.wikidata.org/entity/Q27683,ace,,,ace,,bahasa Aceh,Acehnese
http://www.wikidata.org/entity/Q27683,ace,,ace,,,bahasa Aceh,Acehnese
http://www.wikidata.org/entity/Q56509,adx,,,adx,,ཨ་མདོའི་སྐད།,Amdo Tibetan
http://www.wikidata.org/entity/Q56509,adx,,,adx,,A-mdo’i skad,Amdo Tibetan
http://www.wikidata.org/entity/Q56509,adx,,,adx,,ཨ་མདོའི་སྐད།,Amdo Tibetan
http://www.wikidata.org/entity/Q56509,adx,,,adx,,A-mdo’i skad,Amdo Tibetan
http://www.wikidata.org/entity/Q27776,ady,,ady,,,Кӏах Адыгабзэ (Kiakh Adəgăbză),Adyghe
http://www.wikidata.org/entity/Q27776,ady,,ady,,,Адыгабзэ,Adyghe
http://www.wikidata.org/entity/Q27776,ady,,,ady,,Кӏах Адыгабзэ (Kiakh Adəgăbză),Adyghe
http://www.wikidata.org/entity/Q27776,ady,,,ady,,Адыгабзэ,Adyghe
http://www.wikidata.org/entity/Q27776,ady,,ady,,,Кӏах Адыгабзэ (Kiakh Adəgăbză),Adyghe
http://www.wikidata.org/entity/Q27776,ady,,ady,,,Адыгабзэ,Adyghe
http://www.wikidata.org/entity/Q27776,ady,,,ady,,Кӏах Адыгабзэ (Kiakh Adəgăbză),Adyghe
http://www.wikidata.org/entity/Q27776,ady,,,ady,,Адыгабзэ,Adyghe
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,تونسي,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,Tounsi,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,Dèrja Tounsiyya,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,دارجة تونسية,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,تونسي,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,Tounsi,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,Dèrja Tounsiyya,Tunisian Arabic
http://www.wikidata.org/entity/Q56240,aeb,,,aeb,,دارجة تونسية,Tunisian Arabic
http://www.wikidata.org/entity/Q14196,af,,afr,,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q14196,af,af,,,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q14196,af,,,afr,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q14196,af,af,,,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q14196,af,,afr,,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q14196,af,,,afr,,Afrikaans,Afrikaans
http://www.wikidata.org/entity/Q34737,agq,,,agq,,Aghem,Aghem
http://www.wikidata.org/entity/Q34737,agq,,,agq,,Aghem,Aghem
http://www.wikidata.org/entity/Q28026,ak,ak,,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,ak,,,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,,aka,,akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,Akan,Akan
http://www.wikidata.org/entity/Q28026,ak,,aka,,,akan,Akan
http://www.wikidata.org/entity/Q8773,akl,,,akl,,,Aklan
http://www.wikidata.org/entity/Q8773,akl,,,akl,,,Aklan
http://www.wikidata.org/entity/Q1815020,akz,,,akz,,,Alabama
http://www.wikidata.org/entity/Q1815020,akz,,,akz,,,Alabama
http://www.wikidata.org/entity/Q181037,aln,,,aln,,,Gheg Albanian
http://www.wikidata.org/entity/Q181037,aln,,,aln,,,Gheg Albanian
http://www.wikidata.org/entity/Q1991779,alt,,alt,,,"алтайдыҥ тил, алтай тил",Altai
http://www.wikidata.org/entity/Q1991779,alt,,,alt,,"алтайдыҥ тил, алтай тил",Altai
http://www.wikidata.org/entity/Q1991779,alt,,alt,,,"алтайдыҥ тил, алтай тил",Altai
http://www.wikidata.org/entity/Q1991779,alt,,,alt,,"алтайдыҥ тил, алтай тил",Altai
http://www.wikidata.org/entity/Q28244,am,,amh,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,amh,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,amh,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,,amh,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,,amh,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,amh,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,am,,,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,ኣማርኛ (Amarəñña),Amharic
http://www.wikidata.org/entity/Q28244,am,,,amh,,አማርኛ,Amharic
http://www.wikidata.org/entity/Q35132,ami,,,ami,,Amis,Amis
http://www.wikidata.org/entity/Q35132,ami,,,ami,,Amis,Amis
http://www.wikidata.org/entity/Q8765,an,,arg,,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,arg,,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,an,,,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,,arg,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,an,,,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,,arg,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,an,,,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,an,,,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,arg,,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,arg,,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,,arg,,Idioma aragonés,Aragonese
http://www.wikidata.org/entity/Q8765,an,,,arg,,Aragonés,Aragonese
http://www.wikidata.org/entity/Q42365,ang,,,,ango,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,ang,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,ang,,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,,ango,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,ang,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,ang,,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,,ango,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,ang,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,ang,,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,ang,,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,,ango,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q42365,ang,,,ang,,Ænglisc sprǣc,Old English
http://www.wikidata.org/entity/Q28378,anp,,anp,,,अंगिका (Angika),Angika
http://www.wikidata.org/entity/Q28378,anp,,,anp,,अंगिका (Angika),Angika
http://www.wikidata.org/entity/Q28378,anp,,,anp,,अंगिका (Angika),Angika
http://www.wikidata.org/entity/Q28378,anp,,anp,,,अंगिका (Angika),Angika
http://www.wikidata.org/entity/Q10729616,aoc,,,aoc,,,Pemon
http://www.wikidata.org/entity/Q10729616,aoc,,,aoc,,,Pemon
http://www.wikidata.org/entity/Q13955,ar,,ara,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,ar,,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,,,ara,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,ar,,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,,ara,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,,,ara,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,ar,,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,,,ara,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q13955,ar,,ara,,,اللُّغَة العَرَبِيّة,Arabic
http://www.wikidata.org/entity/Q28602,arc,,arc,,,ܠܫܢܐ ܐܪܡܝܐ,Aramaic
http://www.wikidata.org/entity/Q28602,arc,,,arc,,ܠܫܢܐ ܐܪܡܝܐ,Aramaic
http://www.wikidata.org/entity/Q33730,arn,,arn,,,Mapudungun,Mapudungun
http://www.wikidata.org/entity/Q33730,arn,,,arn,,Mapudungun,Mapudungun
http://www.wikidata.org/entity/Q33730,arn,,,arn,,Mapudungun,Mapudungun
http://www.wikidata.org/entity/Q33730,arn,,arn,,,Mapudungun,Mapudungun
http://www.wikidata.org/entity/Q56499,arq,,,arq,,دزيرية,Algerian Arabic
http://www.wikidata.org/entity/Q56499,arq,,,arq,,دزيرية,Algerian Arabic
http://www.wikidata.org/entity/Q56426,ary,,,ary,,الدارجة,Moroccan Arabic
http://www.wikidata.org/entity/Q56426,ary,,,ary,,الدارجة,Moroccan Arabic
http://www.wikidata.org/entity/Q29919,arz,,,arz,,اللغه المصرية,Egyptian Arabic
http://www.wikidata.org/entity/Q29401,as,as,,,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,as,,,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q29401,as,,,asm,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,,asm,,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,,,asm,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q29401,as,,asm,,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q29401,as,,asm,,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,,asm,,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q29401,as,as,,,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,,,asm,,অসমীয়া ভাষা,Assamese
http://www.wikidata.org/entity/Q29401,as,as,,,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q29401,as,,,asm,,অসমীয়া,Assamese
http://www.wikidata.org/entity/Q14759,ase,,,ase,,,American Sign Language
http://www.wikidata.org/entity/Q14759,ase,,,ase,,,American Sign Language
http://www.wikidata.org/entity/Q14759,ase,,,ase,,,American Sign Language
http://www.wikidata.org/entity/Q29507,ast,,,ast,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,,ast,,asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,,ast,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,,ast,,asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,ast,,,asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,,ast,,Asturianu,Asturian
http://www.wikidata.org/entity/Q29507,ast,,,ast,,asturianu,Asturian
http://www.wikidata.org/entity/Q56590,atj,,,atj,,Atikamekw Nehiromowin,Atikamekw
http://www.wikidata.org/entity/Q56590,atj,,,atj,,Atikamekw,Atikamekw
http://www.wikidata.org/entity/Q56590,atj,,,atj,,Atikamekw Nehiromowin,Atikamekw
http://www.wikidata.org/entity/Q56590,atj,,,atj,,Atikamekw,Atikamekw
http://www.wikidata.org/entity/Q29561,av,av,,,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,av,,,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,,ava,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,ava,,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,,ava,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,ava,,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,ava,,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,ava,,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,av,,,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,,ava,,магIарул мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,av,,,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q29561,av,,,ava,,Авар мацI,Avaric
http://www.wikidata.org/entity/Q1377116,avk,,,avk,,,Kotava
http://www.wikidata.org/entity/Q1377116,avk,,,avk,,,Kotava
http://www.wikidata.org/entity/Q29579,awa,,,awa,,अवधी,Awadhi
http://www.wikidata.org/entity/Q29579,awa,,awa,,,अवधी,Awadhi
http://www.wikidata.org/entity/Q29579,awa,,awa,,,अवधी,Awadhi
http://www.wikidata.org/entity/Q29579,awa,,,awa,,अवधी,Awadhi
http://www.wikidata.org/entity/Q4627,ay,ay,,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,,aym,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,aym,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,ay,,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,,aym,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,aym,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,ay,,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,,aym,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q4627,ay,,aym,,,Aymar aru,Aymara
http://www.wikidata.org/entity/Q9292,az,az,,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,,aze,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,aze,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,az,,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,,aze,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,aze,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,az,,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,,aze,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q9292,az,,aze,,,Azərbaycan dili,Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,تۆرکجه,South Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,آذربایجانجا (Azərbaycanca),South Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,آذربایجان دیلی (Azərbaycan dili),South Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,تۆرکجه,South Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,آذربایجانجا (Azərbaycanca),South Azerbaijani
http://www.wikidata.org/entity/Q3449805,azb,,,azb,,آذربایجان دیلی (Azərbaycan dili),South Azerbaijani
http://www.wikidata.org/entity/Q13389,ba,ba,,,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,ba,,,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q13389,ba,,,bak,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,,bak,,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,,,bak,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q13389,ba,,bak,,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q13389,ba,ba,,,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,,,bak,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,,bak,,,башҡортса,Bashkir
http://www.wikidata.org/entity/Q13389,ba,ba,,,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q13389,ba,,,bak,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q13389,ba,,bak,,,Башҡорт теле ( Башҡурд теле),Bashkir
http://www.wikidata.org/entity/Q33070,ban,,,ban,,Basa Bali,Balinese
http://www.wikidata.org/entity/Q33070,ban,,ban,,,Basa Bali,Balinese
http://www.wikidata.org/entity/Q33070,ban,,ban,,,Basa Bali,Balinese
http://www.wikidata.org/entity/Q33070,ban,,,ban,,Basa Bali,Balinese
http://www.wikidata.org/entity/Q29540,bar,,,bar,,Boarisch,Bavarian
http://www.wikidata.org/entity/Q29540,bar,,,bar,,Boarisch,Bavarian
http://www.wikidata.org/entity/Q213434,bat-smg,,,sgs,,Žemaitiu ruoda,Samogitian
http://www.wikidata.org/entity/Q213434,bat-smg,,,sgs,,Žemaitiu ruoda,Samogitian
http://www.wikidata.org/entity/Q33017,bbc,,,bbc,,bahasa Batak Toba,Toba Batak
http://www.wikidata.org/entity/Q33017,bbc,,,bbc,,bahasa Batak Toba,Toba Batak
http://www.wikidata.org/entity/Q12634001,bcc,,,bcc,,بلوچی زبان (Balōčī Zubān),Southern Balochi
http://www.wikidata.org/entity/Q12634001,bcc,,,bcc,,بلوچی (Balōčī),Southern Balochi
http://www.wikidata.org/entity/Q12634001,bcc,,,bcc,,بلوچی زبان (Balōčī Zubān),Southern Balochi
http://www.wikidata.org/entity/Q12634001,bcc,,,bcc,,بلوچی (Balōčī),Southern Balochi
http://www.wikidata.org/entity/Q2880037,bdr,,,bdr,,ling Sama,West Coast Bajau
http://www.wikidata.org/entity/Q2880037,bdr,,,bdr,,ling Sama,West Coast Bajau
http://www.wikidata.org/entity/Q9091,be,,bel,,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q9091,be,be,,,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q9091,be,,,bel,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q9091,be,,bel,,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q9091,be,be,,,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q9091,be,,,bel,,беларуская мова,Belarusian
http://www.wikidata.org/entity/Q33025,bej,,,bej,,,Beja
http://www.wikidata.org/entity/Q33025,bej,,bej,,,,Beja
http://www.wikidata.org/entity/Q33025,bej,,bej,,,,Beja
http://www.wikidata.org/entity/Q33025,bej,,,bej,,,Beja
http://www.wikidata.org/entity/Q33000,bfi,,,bfi,,,British Sign Language
http://www.wikidata.org/entity/Q33000,bfi,,,bfi,,,British Sign Language
http://www.wikidata.org/entity/Q33205,bfq,,,bfq,,,Badaga
http://www.wikidata.org/entity/Q33205,bfq,,,bfq,,,Badaga
http://www.wikidata.org/entity/Q7918,bg,,bul,,,български език,Bulgarian
http://www.wikidata.org/entity/Q7918,bg,bg,,,,български език,Bulgarian
http://www.wikidata.org/entity/Q7918,bg,,,bul,,български език,Bulgarian
http://www.wikidata.org/entity/Q7918,bg,,bul,,,български език,Bulgarian
http://www.wikidata.org/entity/Q7918,bg,bg,,,,български език,Bulgarian
http://www.wikidata.org/entity/Q7918,bg,,,bul,,български език,Bulgarian
http://www.wikidata.org/entity/Q12645561,bgn,,,bgn,,بلوچی زبان (Balōčī Zubān),Western Balochi
http://www.wikidata.org/entity/Q12645561,bgn,,,bgn,,بلوچی (Balōčī),Western Balochi
http://www.wikidata.org/entity/Q33268,bh,,bho,,,भोजपुरी (Bhōjpurī),Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,,bho,,भोजपुरी (Bhōjpurī),Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,bho,,,भोजपुरी भाषा,Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,,bho,,भोजपुरी भाषा,Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,,bho,,भोजपुरी (Bhōjpurī),Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,,bho,,भोजपुरी भाषा,Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,bho,,,भोजपुरी (Bhōjpurī),Bhojpuri
http://www.wikidata.org/entity/Q33268,bh,,bho,,,भोजपुरी भाषा,Bhojpuri
http://www.wikidata.org/entity/Q35452,bi,,bis,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,,,bis,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,bi,,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,bi,,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,,,bis,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,,bis,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,,bis,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,bi,,,,Bislama,Bislama
http://www.wikidata.org/entity/Q35452,bi,,,bis,,Bislama,Bislama
http://www.wikidata.org/entity/Q33151,bjn,,,bjn,,بنجر (Banjar),Banjar
http://www.wikidata.org/entity/Q33151,bjn,,,bjn,,Bahasa Banjar,Banjar
http://www.wikidata.org/entity/Q33151,bjn,,,bjn,,بنجر (Banjar),Banjar
http://www.wikidata.org/entity/Q33151,bjn,,,bjn,,Bahasa Banjar,Banjar
http://www.wikidata.org/entity/Q33060,bla,,,bla,,,Blackfoot
http://www.wikidata.org/entity/Q33060,bla,,bla,,,,Blackfoot
http://www.wikidata.org/entity/Q33060,bla,,,bla,,,Blackfoot
