#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:748:2:111,111,1603:45:16:748:0,1603:45:16:748:1:1,1603:45:16:748:2:111,Mbabane West,SZ111,,,,Hhohho,SZ1,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:112,112,1603:45:16:748:0,1603:45:16:748:1:1,1603:45:16:748:2:112,Mbabane East,SZ112,,,,Hhohho,SZ1,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:113,113,1603:45:16:748:0,1603:45:16:748:1:1,1603:45:16:748:2:113,Hhukwini,SZ113,,,,Hhohho,SZ1,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:114,114,1603:45:16:748:0,1603:45:16:748:1:1,1603:45:16:748:2:114,Lobamba,SZ114,,,,Hhohho,SZ1,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:215,215,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:215,Mkhiweni,SZ215,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:216,216,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:216,Kukhanyeni,SZ216,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:217,217,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:217,Mafutseni,SZ217,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:218,218,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:218,Mthongwaneni,SZ218,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:219,219,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:219,Manzini North,SZ219,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:220,220,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:220,Manzini South,SZ220,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:221,221,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:221,Kwaluseni,SZ221,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:222,222,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:222,Ludzeludze,SZ222,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:223,223,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:223,Lobamba Lomdzala,SZ223,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:224,224,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:224,Nhlambeni,SZ224,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:225,225,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:225,Ntondozi,SZ225,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:226,226,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:226,La-Mgabhi,SZ226,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:227,227,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:227,Mhlambanyatsi,SZ227,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:228,228,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:228,Mangcongco,SZ228,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:229,229,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:229,Ngwempisi,SZ229,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:230,230,1603:45:16:748:0,1603:45:16:748:1:2,1603:45:16:748:2:230,Mahlangatsha,SZ230,,,,Manzini,SZ2,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:331,331,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:331,Kubuta,SZ331,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:332,332,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:332,Nkwene,SZ332,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:333,333,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:333,Mtsambama,SZ333,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:334,334,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:334,Gege,SZ334,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:335,335,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:335,Mbangweni,SZ335,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:336,336,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:336,Maseyisini,SZ336,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:337,337,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:337,Sandleni,SZ337,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:338,338,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:338,Ngudzeni,SZ338,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:339,339,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:339,Zombodze,SZ339,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:340,340,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:340,Shiselweni,SZ340,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:341,341,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:341,Hosea,SZ341,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:342,342,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:342,Sigwe,SZ342,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:343,343,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:343,Matsanjeni South,SZ343,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:344,344,1603:45:16:748:0,1603:45:16:748:1:3,1603:45:16:748:2:344,Somntongo,SZ344,,,,Shiselweni,SZ3,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:445,445,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:445,Lubuli,SZ445,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:446,446,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:446,Sithobela,SZ446,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:447,447,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:447,Nkilongo,SZ447,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:448,448,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:448,Siphofaneni,SZ448,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:449,449,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:449,Mpolonjeni,SZ449,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:450,450,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:450,Matsanjeni North,SZ450,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:451,451,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:451,Lugongolweni,SZ451,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:452,452,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:452,Dvokodvweni,SZ452,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:453,453,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:453,Hlane,SZ453,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:454,454,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:454,Mhlume,SZ454,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
1603:45:16:748:2:455,455,1603:45:16:748:0,1603:45:16:748:1:4,1603:45:16:748:2:455,Lomahasha,SZ455,,,,Lubombo,SZ4,Eswatini,SZ,2020-05-13,2021-01-29,
