qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:262:2:101,101,1603:45:16:262:0,1603:45:16:262:1:1,1603:45:16:262:2:101,Alaili Dadda,DJ0101,Obock,DJ01,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:102,102,1603:45:16:262:0,1603:45:16:262:1:1,1603:45:16:262:2:102,Obock,DJ0102,Obock,DJ01,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:201,201,1603:45:16:262:0,1603:45:16:262:1:2,1603:45:16:262:2:201,Dorra,DJ0201,Tadjourah,DJ02,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:202,202,1603:45:16:262:0,1603:45:16:262:1:2,1603:45:16:262:2:202,Randa,DJ0202,Tadjourah,DJ02,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:203,203,1603:45:16:262:0,1603:45:16:262:1:2,1603:45:16:262:2:203,Balha,DJ0203,Tadjourah,DJ02,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:204,204,1603:45:16:262:0,1603:45:16:262:1:2,1603:45:16:262:2:204,Tadjourah,DJ0204,Tadjourah,DJ02,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:301,301,1603:45:16:262:0,1603:45:16:262:1:3,1603:45:16:262:2:301,YobokiI,DJ0301,Dilkhil,DJ03,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:302,302,1603:45:16:262:0,1603:45:16:262:1:3,1603:45:16:262:2:302,Dilkhil,DJ0302,Dilkhil,DJ03,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:303,303,1603:45:16:262:0,1603:45:16:262:1:3,1603:45:16:262:2:303,As Eyla,DJ0303,Dilkhil,DJ03,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:401,401,1603:45:16:262:0,1603:45:16:262:1:4,1603:45:16:262:2:401,Djibouti,DJ0401,Djibouti,DJ04,Djibouti,DJ,2018-10-26,2020-02-20,
1603:45:16:262:2:501,501,1603:45:16:262:0,1603:45:16:262:1:5,1603:45:16:262:2:501,Ali Sabeh,DJ0501,Ali Sabeh,DJ05,Djibouti,DJ,2018-10-26,2020-02-20,
